feature,importance
initial_label_id,0.026419351903976467
initial_correct,0.23605326093567616
final_correct,0.06047805653583416
stance_changed,0.5365848383971149
initial_len,0.028448889312880147
feedback_len,0.09840703382293473
story_len,0.007498025364782483
rot_len,0.006110543726801127
