feature,importance
initial_label_id,0.11392212992083611
initial_correct,0.08321653057228726
final_correct,0.19088513610003396
stance_changed,0.5278225890761581
initial_len,0.028877837333541663
feedback_len,0.039911782444724625
story_len,0.008388085685634497
rot_len,0.006975908866783726
