feature,importance
initial_label_id,0.10995840558409435
initial_correct,0.08777655564357417
final_correct,0.2077535890301192
stance_changed,0.5216734026361947
initial_len,0.019245512523684293
feedback_len,0.04167603605978025
story_len,0.0066810585653829455
rot_len,0.005235439957170056
