feature,importance
initial_label_id,0.4177518411584683
initial_correct,0.034828006770859475
final_correct,0.14511681321817355
stance_changed,0.3794488482534988
initial_len,0.01582712644742463
feedback_len,0.0038975172821891905
story_len,0.0022468523313345376
rot_len,0.0008829945380514699
