feature,importance
initial_label_id,0.45152015658813555
initial_correct,0.036149871106527835
final_correct,0.07143839871566221
stance_changed,0.42159852976040374
initial_len,0.0043668476413798495
feedback_len,0.005088326870397483
story_len,0.006520325519973155
rot_len,0.003317543797520143
