feature,importance
initial_label_id,0.4433155441190533
initial_correct,0.03362141918370878
final_correct,0.08284135874018483
stance_changed,0.4033925376199981
initial_len,0.016809751850910114
feedback_len,0.01685476671773801
story_len,0.001842109728431642
rot_len,0.001322512039975363
