feature,importance
initial_label_id,0.014565523509848572
initial_correct,0.22666831236235943
final_correct,0.057377092248485674
stance_changed,0.6135444792455135
initial_len,0.029373487966019535
feedback_len,0.04166116841697589
story_len,0.008752839716847009
rot_len,0.00805709653395049
