feature,importance
initial_label_id,0.02577084474733518
initial_correct,0.17138353538120735
final_correct,0.16097691905659683
stance_changed,0.5903947051653108
initial_len,0.011977685705714902
feedback_len,0.024289029470191008
story_len,0.007590979182994525
rot_len,0.007616301290649445
