feature,importance
initial_label_id,0.1195507029380294
initial_correct,0.0833305222854766
final_correct,0.1954649807262918
stance_changed,0.5186814758286798
initial_len,0.020975802645927317
feedback_len,0.04950470335026321
story_len,0.006459187663632998
rot_len,0.006032624561698842
