feature,importance
initial_label_id,0.19731696143340288
initial_correct,0.09415073167564529
final_correct,0.11551488891434146
stance_changed,0.5507495176610946
initial_len,0.025832230552373662
feedback_len,0.0040981585243896595
story_len,0.00571680053485569
rot_len,0.006620710703896797
