feature,importance
initial_label_id,0.11819624018578358
initial_correct,0.09038019591424577
final_correct,0.20465709842206742
stance_changed,0.510845692560655
initial_len,0.018850113562574843
feedback_len,0.04539474056312112
story_len,0.006576160702351363
rot_len,0.005099758089200882
