feature,importance
initial_label_id,0.3971662531366277
initial_correct,0.034713456767339584
final_correct,0.14206674248732865
stance_changed,0.40379961145301424
initial_len,0.014834024219118436
feedback_len,0.004163502135621519
story_len,0.00227594122307604
rot_len,0.0009804685778738611
